user_id,age_bucket,retirement_goal,advisor_specialty_preference,approx_savings,profession,owns_house,risk_tolerance_score,state
3835,30-40,10+ yrs,Retirement Planning,143506,Marketing Manager,1,4,WA
3836,30-40,<2 yrs,Tax Preparation,36579,Lawyer,0,2,FL
3837,60+,5-10 yrs,I don't know,80392,Student,0,1,FL
3838,<30,10+ yrs,Entrepreneurial Wealth Management,73490,Software Engineer,0,4,NY
3839,60+,10+ yrs,Estate Planning,129527,Student,1,3,CA
3840,40-50,<2 yrs,Life Insurance,148852,Accountant,0,2,NJ
3841,40-50,10+ yrs,Socially Conscious Investing,123578,Financial Analyst,1,4,WA
3842,<30,10+ yrs,Management of New Wealth,9942,Sales Manager,0,4,TX
3843,30-40,2-5 yrs,Retirement Planning,193829,Consultant,1,2,NJ
3844,30-40,10+ yrs,Retirement Planning,261601,Software Engineer,1,5,FL
3845,<30,<2 yrs,Estate Planning,42876,Nurse,0,2,WA
3846,40-50,10+ yrs,Socially Conscious Investing,81877,Sales Manager,1,3,CA
3847,60+,10+ yrs,Tax Preparation,29680,Software Engineer,1,2,FL
3848,40-50,10+ yrs,Estate Planning,11458,Doctor,1,4,TX
3849,40-50,5-10 yrs,Management of New Wealth,34035,Sales Manager,1,3,FL
3850,<30,<2 yrs,Socially Conscious Investing,40695,Small Business Owner,0,3,CA
3851,30-40,10+ yrs,Socially Conscious Investing,48080,Accountant,0,4,TX
3852,<30,5-10 yrs,Management of New Wealth,27916,Student,0,3,FL
3853,40-50,<2 yrs,I don't know,34197,Retired,0,3,NY
3854,60+,10+ yrs,Tax Aware Investing,65518,Retired,1,3,NJ
3855,40-50,5-10 yrs,Retirement Planning,33083,Accountant,0,4,IL
3856,<30,2-5 yrs,Entrepreneurial Wealth Management,107922,Product Manager,0,4,WA
3857,30-40,2-5 yrs,Tax Aware Investing,122209,Marketing Manager,0,3,TX
3858,40-50,<2 yrs,Entrepreneurial Wealth Management,563740,Retired,1,2,NY
3859,30-40,10+ yrs,Management of New Wealth,182245,Student,1,5,TX
3860,60+,10+ yrs,Estate Planning,82354,Product Manager,1,3,NY
3861,60+,5-10 yrs,Retirement Planning,37864,Small Business Owner,0,2,IL
3862,40-50,10+ yrs,Retirement Planning,86195,Student,1,4,NY
3863,30-40,10+ yrs,Retirement Planning,88781,Product Manager,1,4,MA
3864,30-40,10+ yrs,Entrepreneurial Wealth Management,41690,Nurse,1,3,NY
3865,<30,<2 yrs,Life Insurance,133968,Doctor,1,3,NY
3866,30-40,10+ yrs,Tax Preparation,18801,Entrepreneur,1,3,WA
3867,30-40,5-10 yrs,Divorce Planning,53105,Retired,1,2,WA
3868,40-50,10+ yrs,Retirement Planning,109127,Student,1,4,FL
3869,40-50,10+ yrs,Management of New Wealth,51081,Sales Manager,1,4,CA
3870,<30,5-10 yrs,Estate Planning,54935,Sales Manager,0,3,WA
3871,30-40,10+ yrs,Life Insurance,58453,Doctor,1,3,WA
3872,<30,2-5 yrs,Retirement Planning,31193,Consultant,0,5,WA
3873,<30,10+ yrs,Tax Preparation,190329,Real Estate Agent,1,5,FL
3874,60+,<2 yrs,Entrepreneurial Wealth Management,26469,Retired,1,1,NY
3875,<30,10+ yrs,Estate Planning,88110,Teacher,1,5,NY
3876,30-40,2-5 yrs,Tax Aware Investing,96017,Entrepreneur,0,3,WA
3877,<30,<2 yrs,Management of New Wealth,28176,Doctor,1,2,WA
3878,60+,5-10 yrs,Retirement Planning,70671,Lawyer,0,2,TX
3879,40-50,5-10 yrs,Tax Preparation,29182,Consultant,0,1,MA
3880,30-40,2-5 yrs,I don't know,231408,Professor,0,4,IL
3881,30-40,10+ yrs,Estate Planning,23744,Lawyer,1,3,NJ
3882,40-50,5-10 yrs,Estate Planning,36735,Lawyer,1,3,IL
3883,60+,<2 yrs,Tax Preparation,21986,Product Manager,1,1,FL
3884,30-40,5-10 yrs,Socially Conscious Investing,19498,Retired,0,1,CA
3885,60+,10+ yrs,Retirement Planning,277088,Accountant,1,2,CA
3886,60+,10+ yrs,I don't know,107850,Financial Analyst,1,2,IL
3887,60+,10+ yrs,Tax Preparation,75076,Nurse,0,2,NJ
3888,40-50,10+ yrs,Tax Aware Investing,36646,Retired,1,4,NY
3889,40-50,5-10 yrs,Retirement Planning,149769,Financial Analyst,1,3,CA
3890,30-40,<2 yrs,Tax Preparation,31514,Product Manager,0,2,IL
3891,40-50,2-5 yrs,Life Insurance,135168,Software Engineer,1,2,MA
3892,40-50,10+ yrs,Entrepreneurial Wealth Management,30174,Marketing Manager,0,3,FL
3893,40-50,10+ yrs,Retirement Planning,37047,Student,1,5,FL
3894,30-40,5-10 yrs,I don't know,130934,Nurse,0,3,NJ
3895,40-50,<2 yrs,Management of New Wealth,143982,Nurse,1,2,NJ
3896,60+,2-5 yrs,Tax Preparation,113292,Marketing Manager,1,2,CA
3897,<30,5-10 yrs,Management of New Wealth,25726,Real Estate Agent,0,3,FL
3898,60+,10+ yrs,Socially Conscious Investing,44264,Software Engineer,1,2,NY
3899,40-50,<2 yrs,I don't know,76207,Marketing Manager,1,3,NJ
3900,60+,10+ yrs,Socially Conscious Investing,30811,Teacher,1,3,NJ
3901,30-40,5-10 yrs,Retirement Planning,227263,Teacher,1,3,CA
3902,30-40,10+ yrs,Divorce Planning,7617,Sales Manager,0,3,CA
3903,60+,10+ yrs,Management of New Wealth,32831,Accountant,1,3,NY
3904,30-40,10+ yrs,Entrepreneurial Wealth Management,41830,Entrepreneur,1,4,FL
3905,60+,10+ yrs,Management of New Wealth,5117,Accountant,1,2,NY
3906,30-40,10+ yrs,Retirement Planning,18833,Sales Manager,1,3,IL
3907,30-40,10+ yrs,I don't know,116164,Student,0,3,IL
3908,30-40,10+ yrs,Tax Aware Investing,67999,Retired,1,3,FL
3909,40-50,10+ yrs,Entrepreneurial Wealth Management,272616,Accountant,1,4,WA
3910,30-40,10+ yrs,Retirement Planning,265854,Small Business Owner,0,5,MA
3911,<30,10+ yrs,Entrepreneurial Wealth Management,97708,Nurse,0,5,WA
3912,30-40,10+ yrs,Socially Conscious Investing,87720,Student,0,3,NY
3913,<30,10+ yrs,Management of New Wealth,70216,Professor,0,4,NY
3914,60+,2-5 yrs,Entrepreneurial Wealth Management,6065,Accountant,1,1,TX
3915,60+,<2 yrs,Estate Planning,18861,Student,1,1,FL
3916,30-40,5-10 yrs,Life Insurance,72446,Nurse,0,4,NY
3917,40-50,5-10 yrs,Divorce Planning,115199,Software Engineer,0,4,FL
3918,30-40,10+ yrs,Life Insurance,85879,Lawyer,1,4,CA
3919,40-50,5-10 yrs,I don't know,29637,Real Estate Agent,1,2,WA
3920,60+,10+ yrs,Estate Planning,153839,Small Business Owner,0,2,FL
3921,60+,5-10 yrs,Retirement Planning,251248,Nurse,1,1,FL
3922,30-40,<2 yrs,Tax Aware Investing,153920,Consultant,1,2,WA
3923,40-50,10+ yrs,Retirement Planning,161238,Software Engineer,1,3,NJ
3924,30-40,10+ yrs,Socially Conscious Investing,40002,Lawyer,1,4,TX
3925,60+,2-5 yrs,Management of New Wealth,174266,Product Manager,1,2,TX
3926,<30,10+ yrs,Retirement Planning,75446,Marketing Manager,1,4,IL
3927,40-50,10+ yrs,Tax Aware Investing,104861,Lawyer,0,5,CA
3928,40-50,2-5 yrs,Tax Aware Investing,91939,Nurse,0,3,NY
3929,40-50,2-5 yrs,Entrepreneurial Wealth Management,59317,Product Manager,1,4,CA
3930,<30,10+ yrs,Management of New Wealth,30515,Lawyer,1,5,NJ
3931,60+,5-10 yrs,Retirement Planning,61456,Accountant,1,1,CA
3932,<30,2-5 yrs,Entrepreneurial Wealth Management,160827,Financial Analyst,0,4,NY
3933,40-50,2-5 yrs,Tax Aware Investing,44474,Professor,0,2,CA
3934,30-40,10+ yrs,I don't know,147858,Entrepreneur,1,4,IL
3935,30-40,10+ yrs,Management of New Wealth,128458,Government Employee,0,4,FL
3936,40-50,10+ yrs,Retirement Planning,50562,Lawyer,1,5,IL
3937,30-40,<2 yrs,Tax Preparation,230941,Small Business Owner,0,2,MA
3938,<30,10+ yrs,Life Insurance,48050,Teacher,0,5,WA
3939,<30,5-10 yrs,Estate Planning,257452,Sales Manager,0,5,TX
3940,30-40,5-10 yrs,Entrepreneurial Wealth Management,97803,Construction Manager,1,3,TX
3941,40-50,5-10 yrs,Socially Conscious Investing,65232,Entrepreneur,1,2,WA
3942,60+,5-10 yrs,Retirement Planning,29761,Small Business Owner,1,1,WA
3943,<30,10+ yrs,Tax Aware Investing,61118,Data Scientist,0,4,IL
3944,30-40,10+ yrs,Retirement Planning,55084,Teacher,1,3,WA
3945,<30,5-10 yrs,Retirement Planning,21322,Real Estate Agent,0,3,FL
3946,<30,10+ yrs,I don't know,54401,Government Employee,0,5,CA
3947,40-50,10+ yrs,Tax Aware Investing,32098,Marketing Manager,1,4,CA
3948,40-50,10+ yrs,Estate Planning,112127,Teacher,1,4,FL
3949,<30,2-5 yrs,Management of New Wealth,214411,Doctor,0,4,FL
3950,30-40,10+ yrs,Entrepreneurial Wealth Management,21933,Nurse,0,2,TX
3951,<30,2-5 yrs,I don't know,308993,Doctor,0,3,WA
3952,60+,10+ yrs,Life Insurance,58941,Student,0,2,TX
3953,60+,<2 yrs,I don't know,27514,Software Engineer,1,1,CA
3954,<30,10+ yrs,Life Insurance,130872,Lawyer,1,5,NY
3955,30-40,5-10 yrs,I don't know,44275,Entrepreneur,0,3,WA
3956,60+,5-10 yrs,Tax Preparation,61478,Student,1,3,NJ
3957,60+,10+ yrs,Tax Aware Investing,45988,Marketing Manager,1,3,FL
3958,30-40,10+ yrs,Estate Planning,31727,Real Estate Agent,1,3,NJ
3959,<30,10+ yrs,Tax Preparation,126956,Software Engineer,0,4,NJ
3960,<30,10+ yrs,Retirement Planning,51140,Doctor,1,5,WA
3961,40-50,2-5 yrs,Retirement Planning,18160,Software Engineer,1,2,MA
3962,30-40,5-10 yrs,Management of New Wealth,108657,Entrepreneur,1,3,FL
3963,<30,5-10 yrs,I don't know,22358,Software Engineer,0,2,NY
3964,40-50,<2 yrs,Tax Aware Investing,23436,Small Business Owner,1,1,WA
3965,<30,10+ yrs,Life Insurance,193560,Lawyer,0,4,WA
3966,40-50,10+ yrs,Life Insurance,22545,Retired,1,4,NJ
3967,30-40,10+ yrs,I don't know,8227,Student,1,3,TX
3968,<30,10+ yrs,I don't know,115910,Entrepreneur,0,5,TX
3969,40-50,10+ yrs,Life Insurance,50338,Product Manager,1,4,TX
3970,30-40,<2 yrs,Management of New Wealth,54399,Real Estate Agent,1,2,CA
3971,60+,2-5 yrs,Retirement Planning,49858,Marketing Manager,1,1,FL
3972,40-50,10+ yrs,Management of New Wealth,81511,Retired,1,4,NY
3973,30-40,2-5 yrs,Life Insurance,33609,Entrepreneur,1,2,WA
3974,40-50,<2 yrs,Entrepreneurial Wealth Management,249821,Product Manager,0,3,TX
3975,30-40,5-10 yrs,Life Insurance,17525,Consultant,1,1,WA
3976,60+,10+ yrs,Retirement Planning,98754,Data Scientist,0,2,IL
3977,30-40,5-10 yrs,Management of New Wealth,117937,Nurse,0,3,CA
3978,40-50,10+ yrs,Retirement Planning,33400,Nurse,1,5,CA
3979,<30,10+ yrs,Tax Aware Investing,26334,Financial Analyst,0,4,WA
3980,30-40,5-10 yrs,Retirement Planning,165290,Lawyer,1,3,NJ
3981,60+,10+ yrs,Socially Conscious Investing,27125,Lawyer,1,1,CA
3982,60+,10+ yrs,Entrepreneurial Wealth Management,38330,Accountant,1,2,NY
3983,30-40,10+ yrs,Retirement Planning,147057,Financial Analyst,0,4,IL
3984,30-40,10+ yrs,Retirement Planning,68272,Construction Manager,1,3,CA
3985,60+,<2 yrs,I don't know,13128,Financial Analyst,1,1,CA
3986,60+,10+ yrs,Retirement Planning,318810,Data Scientist,1,3,IL
3987,<30,5-10 yrs,Tax Aware Investing,41068,Professor,0,5,IL
3988,30-40,10+ yrs,Retirement Planning,46051,Software Engineer,0,3,TX
3989,30-40,10+ yrs,Socially Conscious Investing,83300,Doctor,1,4,WA
3990,60+,10+ yrs,Socially Conscious Investing,116142,Professor,1,4,IL
3991,<30,2-5 yrs,Tax Aware Investing,386541,Accountant,1,4,WA
3992,<30,2-5 yrs,Management of New Wealth,14852,Lawyer,0,2,CA
3993,40-50,5-10 yrs,Retirement Planning,139156,Entrepreneur,1,3,CA
3994,<30,5-10 yrs,Retirement Planning,129147,Financial Analyst,0,5,NY
3995,30-40,5-10 yrs,Entrepreneurial Wealth Management,58486,Consultant,0,3,CA
3996,30-40,5-10 yrs,Estate Planning,134396,Product Manager,0,4,WA
3997,30-40,2-5 yrs,I don't know,153406,Small Business Owner,1,3,WA
3998,30-40,10+ yrs,Estate Planning,19076,Small Business Owner,1,2,NJ
3999,40-50,2-5 yrs,Retirement Planning,319588,Retired,1,2,FL
4000,<30,10+ yrs,Life Insurance,16270,Nurse,0,3,NJ
4001,40-50,10+ yrs,Tax Aware Investing,23818,Sales Manager,0,2,FL
4002,60+,5-10 yrs,Tax Aware Investing,52281,Data Scientist,0,3,NY
4003,40-50,10+ yrs,Tax Preparation,374162,Marketing Manager,0,4,TX
4004,<30,5-10 yrs,Estate Planning,50139,Product Manager,0,4,FL
4005,<30,10+ yrs,Divorce Planning,64296,Entrepreneur,1,5,CA
4006,30-40,5-10 yrs,I don't know,240114,Marketing Manager,1,3,CA
4007,30-40,5-10 yrs,Retirement Planning,50499,Software Engineer,1,3,CA
4008,30-40,10+ yrs,Management of New Wealth,22911,Retired,1,4,FL
4009,40-50,5-10 yrs,Management of New Wealth,45455,Product Manager,1,3,CA
4010,<30,10+ yrs,I don't know,227228,Construction Manager,0,5,IL
4011,<30,5-10 yrs,Entrepreneurial Wealth Management,70528,Financial Analyst,0,5,TX
4012,30-40,5-10 yrs,I don't know,376093,Teacher,1,3,MA
4013,40-50,<2 yrs,Retirement Planning,128558,Software Engineer,1,3,NJ
4014,<30,<2 yrs,Life Insurance,37036,Data Scientist,0,4,TX
4015,40-50,2-5 yrs,Retirement Planning,69283,Consultant,0,3,MA
4016,30-40,<2 yrs,Retirement Planning,30702,Nurse,1,1,WA
4017,60+,2-5 yrs,I don't know,36257,Professor,1,3,MA
4018,60+,10+ yrs,Tax Aware Investing,3727229,Entrepreneur,1,4,WA
4019,30-40,<2 yrs,I don't know,165505,Sales Manager,0,1,TX
4020,30-40,10+ yrs,Socially Conscious Investing,143628,Student,1,4,CA
4021,30-40,2-5 yrs,Divorce Planning,37764,Real Estate Agent,0,3,FL
4022,30-40,10+ yrs,Retirement Planning,271746,Data Scientist,1,4,CA
4023,40-50,5-10 yrs,Retirement Planning,177988,Teacher,1,4,CA
4024,60+,5-10 yrs,Retirement Planning,359855,Accountant,0,3,NY
4025,40-50,5-10 yrs,Management of New Wealth,344483,Entrepreneur,1,4,CA
4026,60+,5-10 yrs,Retirement Planning,17480,Retired,1,1,IL
4027,30-40,10+ yrs,Tax Preparation,24370,Consultant,1,3,NJ
4028,<30,2-5 yrs,Tax Aware Investing,26811,Consultant,1,3,WA
4029,40-50,10+ yrs,Tax Aware Investing,28295,Sales Manager,0,2,CA
4030,30-40,5-10 yrs,Tax Aware Investing,88530,Entrepreneur,0,4,IL
4031,40-50,5-10 yrs,Estate Planning,39730,Retired,1,3,CA
4032,30-40,10+ yrs,Divorce Planning,427341,Construction Manager,0,5,FL
4033,<30,5-10 yrs,Entrepreneurial Wealth Management,367401,Student,1,3,WA
4034,60+,10+ yrs,Retirement Planning,65787,Sales Manager,1,4,NY
4035,<30,5-10 yrs,Management of New Wealth,384536,Software Engineer,0,3,WA
4036,60+,10+ yrs,Life Insurance,252539,Real Estate Agent,1,2,NJ
4037,60+,2-5 yrs,Retirement Planning,44106,Real Estate Agent,0,2,NJ
4038,40-50,10+ yrs,Estate Planning,10847,Accountant,1,3,IL
4039,40-50,10+ yrs,Management of New Wealth,54384,Lawyer,1,4,NJ
4040,40-50,2-5 yrs,Socially Conscious Investing,37043,Government Employee,1,4,WA
4041,60+,2-5 yrs,Tax Aware Investing,79686,Entrepreneur,1,2,NJ
4042,30-40,5-10 yrs,Socially Conscious Investing,71704,Sales Manager,1,3,MA
4043,30-40,10+ yrs,Tax Preparation,70032,Software Engineer,1,3,FL
4044,40-50,2-5 yrs,Tax Aware Investing,106012,Entrepreneur,1,3,MA
4045,30-40,5-10 yrs,Retirement Planning,22219,Product Manager,1,2,WA
4046,30-40,<2 yrs,Retirement Planning,95819,Consultant,1,2,WA
4047,30-40,5-10 yrs,Tax Aware Investing,44549,Marketing Manager,0,3,FL
4048,40-50,10+ yrs,Retirement Planning,79219,Lawyer,1,4,NJ
4049,60+,10+ yrs,I don't know,156634,Entrepreneur,1,2,WA
4050,<30,5-10 yrs,Tax Aware Investing,21983,Retired,0,3,CA
4051,60+,10+ yrs,Tax Preparation,51371,Marketing Manager,0,3,FL
4052,40-50,5-10 yrs,Retirement Planning,59475,Government Employee,0,3,TX
4053,60+,<2 yrs,Tax Preparation,41654,Government Employee,0,2,NJ
4054,40-50,5-10 yrs,Management of New Wealth,148723,Retired,1,3,MA
4055,40-50,10+ yrs,Retirement Planning,34601,Government Employee,1,4,IL
4056,<30,10+ yrs,Entrepreneurial Wealth Management,40140,Software Engineer,0,5,TX
4057,60+,10+ yrs,Estate Planning,34929,Retired,0,4,NY
4058,<30,2-5 yrs,Divorce Planning,176813,Teacher,0,4,NY
4059,60+,2-5 yrs,Estate Planning,42480,Software Engineer,0,2,NY
4060,60+,2-5 yrs,I don't know,100111,Software Engineer,1,2,NY
4061,30-40,10+ yrs,Life Insurance,391654,Accountant,0,3,FL
4062,<30,10+ yrs,I don't know,61862,Sales Manager,0,4,IL
4063,40-50,10+ yrs,Management of New Wealth,180025,Consultant,1,5,NY
4064,30-40,5-10 yrs,Estate Planning,297812,Software Engineer,0,3,FL
4065,60+,5-10 yrs,Life Insurance,166786,Student,1,3,FL
4066,<30,5-10 yrs,Entrepreneurial Wealth Management,65178,Entrepreneur,0,3,CA
4067,<30,2-5 yrs,I don't know,117935,Small Business Owner,1,4,TX
4068,60+,5-10 yrs,Retirement Planning,20771,Nurse,0,2,NJ
4069,40-50,<2 yrs,Divorce Planning,32792,Lawyer,1,1,NY
4070,60+,2-5 yrs,Retirement Planning,38399,Nurse,0,2,CA
4071,30-40,10+ yrs,Management of New Wealth,497102,Nurse,1,5,WA
4072,40-50,10+ yrs,Retirement Planning,31846,Marketing Manager,1,5,IL
4073,40-50,5-10 yrs,Retirement Planning,31422,Student,1,4,TX
4074,40-50,5-10 yrs,I don't know,25860,Accountant,0,3,FL
4075,40-50,5-10 yrs,Socially Conscious Investing,109516,Consultant,1,3,NJ
4076,40-50,10+ yrs,Tax Preparation,75234,Consultant,1,4,NJ
4077,30-40,10+ yrs,Management of New Wealth,175972,Retired,0,4,MA
4078,30-40,10+ yrs,Socially Conscious Investing,121071,Lawyer,0,5,TX
4079,40-50,10+ yrs,Retirement Planning,19103,Product Manager,1,3,FL
4080,30-40,2-5 yrs,Management of New Wealth,31998,Real Estate Agent,0,3,NY
4081,40-50,5-10 yrs,Retirement Planning,226114,Software Engineer,1,3,WA
4082,30-40,5-10 yrs,Divorce Planning,55106,Retired,1,3,TX
4083,40-50,5-10 yrs,I don't know,192688,Small Business Owner,1,3,MA
4084,40-50,10+ yrs,Retirement Planning,57831,Financial Analyst,0,4,WA
4085,<30,5-10 yrs,Retirement Planning,27697,Consultant,0,3,NY
4086,<30,2-5 yrs,Estate Planning,50365,Professor,1,4,NY
4087,<30,5-10 yrs,Life Insurance,27688,Nurse,0,3,IL
4088,40-50,10+ yrs,Retirement Planning,39775,Software Engineer,1,3,MA
4089,60+,2-5 yrs,Tax Aware Investing,79287,Data Scientist,1,2,NJ
4090,<30,10+ yrs,Management of New Wealth,104866,Government Employee,0,5,NY
4091,40-50,5-10 yrs,I don't know,15816,Teacher,0,2,MA
4092,30-40,<2 yrs,Retirement Planning,65144,Product Manager,1,2,CA
4093,30-40,5-10 yrs,Estate Planning,39028,Small Business Owner,0,3,IL
4094,60+,10+ yrs,I don't know,36916,Teacher,1,3,CA
4095,30-40,5-10 yrs,Tax Preparation,74564,Entrepreneur,1,4,TX
4096,30-40,10+ yrs,Life Insurance,40319,Entrepreneur,1,4,NJ
4097,<30,5-10 yrs,Management of New Wealth,229561,Small Business Owner,0,5,WA
4098,<30,<2 yrs,I don't know,192770,Data Scientist,0,3,IL
4099,30-40,10+ yrs,Tax Preparation,191692,Doctor,1,4,TX
4100,<30,5-10 yrs,Entrepreneurial Wealth Management,42386,Marketing Manager,0,4,FL
4101,40-50,10+ yrs,Tax Preparation,27826,Small Business Owner,1,3,IL
4102,30-40,10+ yrs,Life Insurance,71241,Product Manager,1,4,WA
4103,40-50,5-10 yrs,Retirement Planning,57796,Teacher,1,3,WA
4104,<30,10+ yrs,Retirement Planning,38256,Student,0,5,WA
4105,30-40,2-5 yrs,Life Insurance,22967,Data Scientist,0,1,NJ
4106,40-50,5-10 yrs,Retirement Planning,63744,Accountant,1,2,CA
4107,60+,2-5 yrs,Management of New Wealth,45997,Entrepreneur,1,3,NJ
4108,<30,10+ yrs,Retirement Planning,122947,Product Manager,0,5,NJ
4109,60+,2-5 yrs,Divorce Planning,120402,Doctor,0,2,WA
4110,40-50,10+ yrs,Socially Conscious Investing,178210,Data Scientist,1,5,WA
4111,40-50,10+ yrs,Divorce Planning,21303,Accountant,1,3,TX
4112,30-40,5-10 yrs,Management of New Wealth,94935,Software Engineer,0,2,IL
4113,<30,5-10 yrs,Retirement Planning,34381,Lawyer,0,3,NY
4114,<30,5-10 yrs,Management of New Wealth,22062,Doctor,0,3,FL
4115,40-50,5-10 yrs,Retirement Planning,44992,Doctor,0,3,TX
4116,30-40,5-10 yrs,Retirement Planning,173136,Financial Analyst,1,3,WA
4117,60+,10+ yrs,Retirement Planning,47330,Lawyer,1,3,WA
4118,30-40,10+ yrs,Tax Aware Investing,270738,Retired,1,5,NJ
4119,<30,10+ yrs,I don't know,108444,Student,0,4,NY
4120,40-50,10+ yrs,Tax Aware Investing,46412,Entrepreneur,1,4,TX
4121,30-40,10+ yrs,Tax Preparation,187971,Entrepreneur,1,5,IL
4122,40-50,5-10 yrs,Retirement Planning,98800,Financial Analyst,1,2,NY
4123,40-50,10+ yrs,Tax Preparation,28586,Entrepreneur,1,4,CA
4124,60+,10+ yrs,Retirement Planning,352541,Doctor,1,3,WA
4125,40-50,5-10 yrs,Tax Preparation,83577,Construction Manager,1,2,NY
4126,40-50,10+ yrs,Life Insurance,67300,Entrepreneur,1,4,NY
4127,40-50,5-10 yrs,Tax Preparation,30638,Software Engineer,0,3,FL
4128,60+,10+ yrs,Socially Conscious Investing,191297,Student,1,4,WA
4129,30-40,10+ yrs,Tax Preparation,105403,Sales Manager,1,4,NJ
4130,<30,10+ yrs,Retirement Planning,116577,Nurse,0,5,WA
4131,30-40,2-5 yrs,Tax Aware Investing,41907,Product Manager,0,2,NJ
4132,<30,10+ yrs,Estate Planning,140181,Financial Analyst,0,5,TX
4133,40-50,5-10 yrs,Estate Planning,150336,Sales Manager,0,3,WA
4134,40-50,2-5 yrs,Estate Planning,36246,Entrepreneur,0,2,TX
4135,40-50,10+ yrs,Tax Preparation,18484,Retired,1,4,MA
4136,<30,10+ yrs,Retirement Planning,111662,Nurse,1,5,TX
4137,40-50,10+ yrs,Retirement Planning,16058,Marketing Manager,0,2,NJ
4138,30-40,5-10 yrs,Tax Aware Investing,75872,Accountant,0,3,WA
4139,40-50,5-10 yrs,Tax Preparation,44244,Small Business Owner,1,4,MA
4140,40-50,10+ yrs,Management of New Wealth,198153,Software Engineer,1,3,TX
4141,30-40,5-10 yrs,Retirement Planning,46464,Software Engineer,0,2,WA
4142,<30,2-5 yrs,Tax Preparation,179251,Product Manager,0,3,NY
4143,<30,10+ yrs,Management of New Wealth,41656,Entrepreneur,0,4,NJ
4144,60+,5-10 yrs,Estate Planning,162753,Accountant,1,2,TX
4145,60+,10+ yrs,Management of New Wealth,422653,Marketing Manager,1,3,MA
4146,40-50,5-10 yrs,Tax Preparation,25305,Real Estate Agent,1,2,TX
4147,<30,5-10 yrs,Tax Preparation,86062,Lawyer,0,4,TX
4148,30-40,5-10 yrs,Retirement Planning,785365,Teacher,1,4,NJ
4149,40-50,5-10 yrs,Socially Conscious Investing,70258,Retired,1,3,WA
4150,40-50,5-10 yrs,Socially Conscious Investing,69955,Marketing Manager,0,4,TX
4151,<30,5-10 yrs,Tax Preparation,134544,Consultant,0,4,NJ
4152,<30,5-10 yrs,Entrepreneurial Wealth Management,68663,Product Manager,0,4,IL
4153,40-50,2-5 yrs,Estate Planning,14235,Student,1,2,MA
4154,30-40,5-10 yrs,Retirement Planning,183332,Lawyer,1,3,FL
4155,30-40,2-5 yrs,Life Insurance,10909,Lawyer,0,3,IL
4156,<30,2-5 yrs,Entrepreneurial Wealth Management,45473,Consultant,0,3,NY
4157,40-50,10+ yrs,Entrepreneurial Wealth Management,196159,Data Scientist,1,4,TX
4158,60+,10+ yrs,Management of New Wealth,48007,Software Engineer,1,3,WA
4159,60+,10+ yrs,Entrepreneurial Wealth Management,35442,Lawyer,1,3,FL
4160,40-50,5-10 yrs,Tax Aware Investing,145996,Construction Manager,1,3,MA
4161,30-40,10+ yrs,Socially Conscious Investing,30760,Doctor,0,4,CA
4162,<30,10+ yrs,Tax Aware Investing,22026,Sales Manager,0,4,CA
4163,40-50,10+ yrs,Life Insurance,84716,Lawyer,0,5,TX
4164,30-40,5-10 yrs,Tax Aware Investing,56126,Marketing Manager,1,3,CA
4165,40-50,10+ yrs,Estate Planning,21605,Consultant,1,3,NY
4166,30-40,10+ yrs,Estate Planning,117390,Doctor,1,3,MA
4167,30-40,10+ yrs,Retirement Planning,100512,Marketing Manager,1,4,FL
4168,<30,2-5 yrs,Entrepreneurial Wealth Management,47868,Financial Analyst,0,4,CA
4169,30-40,2-5 yrs,Retirement Planning,50909,Financial Analyst,0,3,NY
4170,<30,5-10 yrs,Retirement Planning,101048,Sales Manager,0,4,NY
4171,<30,2-5 yrs,Life Insurance,193169,Student,0,3,CA
4172,60+,10+ yrs,Tax Aware Investing,51302,Student,1,2,CA
4173,30-40,<2 yrs,Tax Preparation,119278,Sales Manager,1,2,FL
4174,40-50,<2 yrs,Divorce Planning,110048,Financial Analyst,1,1,TX
4175,60+,2-5 yrs,I don't know,146002,Sales Manager,0,2,MA
4176,60+,2-5 yrs,Entrepreneurial Wealth Management,68554,Marketing Manager,1,2,NJ
4177,40-50,2-5 yrs,Retirement Planning,29112,Teacher,0,2,TX
4178,60+,10+ yrs,Management of New Wealth,43640,Lawyer,1,3,NY
4179,30-40,10+ yrs,Tax Aware Investing,90090,Nurse,0,5,CA
4180,30-40,<2 yrs,Retirement Planning,339971,Government Employee,0,2,WA
4181,30-40,5-10 yrs,Tax Aware Investing,42803,Small Business Owner,1,4,WA
4182,40-50,5-10 yrs,Retirement Planning,136531,Professor,0,3,CA
4183,40-50,2-5 yrs,Entrepreneurial Wealth Management,49254,Nurse,1,3,CA
4184,30-40,10+ yrs,Retirement Planning,73088,Doctor,0,4,TX
4185,<30,10+ yrs,Management of New Wealth,258811,Government Employee,0,5,TX
4186,40-50,10+ yrs,Estate Planning,131644,Construction Manager,0,4,TX
4187,<30,10+ yrs,Estate Planning,21651,Doctor,0,4,FL
4188,40-50,<2 yrs,I don't know,39528,Product Manager,1,2,CA
4189,40-50,10+ yrs,Retirement Planning,204965,Entrepreneur,0,4,NY
4190,40-50,10+ yrs,Tax Preparation,75183,Accountant,0,3,FL
4191,40-50,10+ yrs,Estate Planning,23530,Small Business Owner,1,3,WA
4192,60+,<2 yrs,Tax Aware Investing,31664,Sales Manager,1,1,NY
